soil_moisture,soil_ph,soil_ec,rgb_red,rgb_green,rgb_blue,temperature,humidity,leaf_wetness,scenario
33.41,6.09,2.85,107.43,69.16,42.68,27.97,51.99,4.88,water_stress
20.3,6.29,2.66,90.52,74.45,40.6,34.41,47.29,6.19,water_stress
68.35,6.38,1.4,91.65,98.42,45.56,30.12,92.06,85.32,sigatoka_risk
28.08,6.6,2.85,89.66,71.25,42.1,36.42,54.75,1.99,water_stress
67.81,5.77,1.96,61.52,101.48,42.09,24.92,61.85,4.7,healthy
21.78,6.04,3.85,93.27,81.0,46.33,32.58,38.44,0.18,water_stress
25.25,6.33,3.94,104.23,62.21,42.79,34.03,35.51,4.91,water_stress
63.07,6.26,1.21,91.43,80.38,49.68,25.13,90.65,83.47,sigatoka_risk
25.5,6.41,2.65,107.24,72.89,43.63,37.75,54.35,8.35,water_stress
21.53,6.09,3.65,95.04,77.95,46.84,37.18,53.4,1.71,water_stress
62.84,5.4,1.49,81.6,95.24,53.61,31.88,94.13,74.81,sigatoka_risk
25.18,6.0,3.44,102.16,70.35,37.29,30.26,51.6,13.76,water_stress
65.49,5.93,1.62,63.39,112.93,48.15,26.06,62.89,2.48,healthy
24.09,6.82,3.65,98.74,82.17,49.13,37.13,44.32,10.94,water_stress
58.15,5.62,1.93,64.9,92.17,55.43,26.53,66.54,4.67,healthy
26.17,6.29,2.62,85.32,64.27,38.74,28.45,50.7,6.72,water_stress
16.57,6.25,3.35,93.88,79.44,42.82,35.69,36.84,5.99,water_stress
31.34,6.07,3.28,94.71,67.88,38.88,34.36,54.37,3.9,water_stress
68.6,6.2,1.98,69.53,98.83,54.68,25.35,72.67,24.97,healthy
66.43,5.58,1.77,79.51,96.97,45.59,24.43,68.48,13.88,healthy
63.64,6.15,1.28,82.73,84.43,47.46,25.27,95.89,71.2,sigatoka_risk
64.41,5.81,1.38,78.84,112.05,58.57,27.31,66.77,27.05,healthy
50.22,5.27,0.51,93.71,73.02,37.91,23.23,62.07,22.02,nitrogen_deficient
48.85,5.51,0.53,101.09,67.5,43.91,22.38,59.57,10.81,nitrogen_deficient
19.34,6.62,2.97,103.99,77.38,43.46,29.72,46.07,10.38,water_stress
74.99,5.65,1.42,74.8,75.76,56.59,30.21,96.49,91.11,sigatoka_risk
15.44,6.73,3.64,94.37,74.97,43.86,33.6,38.41,11.09,water_stress
64.54,6.42,1.3,77.74,75.26,47.37,26.19,93.24,82.68,sigatoka_risk
54.72,6.05,1.98,61.19,110.61,52.7,28.14,61.87,29.3,healthy
60.41,5.55,1.91,76.89,100.68,51.91,27.32,70.17,13.12,healthy
52.92,6.08,1.77,71.55,119.61,45.78,21.77,66.06,14.42,healthy
61.43,5.9,0.65,120.78,61.05,45.09,31.65,61.37,12.06,nitrogen_deficient
31.66,6.9,2.57,89.83,71.66,39.16,32.44,50.74,11.48,water_stress
60.99,5.67,1.53,73.84,95.87,57.9,28.77,63.71,12.46,healthy
70.23,5.87,1.8,76.27,90.06,56.62,27.81,86.67,89.44,sigatoka_risk
23.56,6.04,3.48,89.93,73.23,40.13,34.57,44.41,14.25,water_stress
19.36,6.8,2.51,94.93,64.61,39.89,28.36,45.29,10.63,water_stress
59.57,5.73,1.5,60.05,119.27,45.35,28.08,71.22,25.22,healthy
18.93,6.64,3.61,102.37,71.5,47.03,35.44,51.67,15.07,water_stress
67.08,5.59,1.83,74.69,92.73,53.57,21.9,69.72,2.54,healthy
49.15,5.02,0.47,117.97,69.09,47.49,25.65,64.84,21.74,nitrogen_deficient
64.8,6.22,1.05,69.29,95.87,57.97,28.25,87.54,94.32,sigatoka_risk
57.88,5.67,0.74,97.94,71.12,38.66,29.16,62.46,5.78,nitrogen_deficient
58.59,5.2,0.47,115.18,75.16,48.27,30.46,56.08,24.34,nitrogen_deficient
67.22,5.84,1.39,85.17,71.97,49.92,27.59,93.77,76.15,sigatoka_risk
62.32,6.12,1.37,92.48,80.24,57.32,26.6,90.01,78.68,sigatoka_risk
57.68,6.06,1.34,74.3,84.81,46.54,29.56,87.99,83.47,sigatoka_risk
65.05,6.2,1.26,85.64,91.53,54.88,26.86,93.97,91.96,sigatoka_risk
24.95,6.55,3.26,98.02,75.17,51.16,30.23,44.3,11.99,water_stress
54.62,5.94,0.57,103.88,64.59,30.95,31.48,69.41,23.17,nitrogen_deficient
68.51,5.83,1.81,94.18,75.46,56.37,30.34,96.39,90.12,sigatoka_risk
58.04,5.4,0.57,104.02,60.03,34.83,28.2,71.22,9.7,nitrogen_deficient
63.84,5.36,0.7,100.37,73.01,38.75,22.3,55.85,18.41,nitrogen_deficient
50.51,6.19,1.66,60.44,108.9,40.32,25.79,64.76,16.76,healthy
31.18,5.95,2.5,89.13,66.55,53.71,33.25,50.28,3.17,water_stress
57.51,6.24,1.23,79.23,92.0,57.72,26.2,97.45,63.77,sigatoka_risk
19.24,6.32,3.77,103.67,63.74,39.16,35.4,52.59,10.86,water_stress
71.16,6.09,1.07,87.44,87.31,47.98,27.22,87.84,77.21,sigatoka_risk
35.06,6.54,3.13,92.72,73.59,36.58,36.08,54.01,1.99,water_stress
57.09,5.41,0.45,106.14,68.15,41.0,24.2,69.43,7.23,nitrogen_deficient
55.5,6.27,1.45,78.22,99.12,48.55,22.91,67.53,11.73,healthy
54.79,5.72,1.69,73.59,92.56,59.02,27.44,72.32,10.99,healthy
64.51,6.18,1.59,84.23,99.43,58.48,31.54,92.69,88.79,sigatoka_risk
32.66,6.92,2.79,97.97,65.48,40.91,33.02,38.2,0.71,water_stress
57.33,6.23,1.79,85.59,92.97,49.64,29.74,83.83,66.12,sigatoka_risk
69.1,6.49,1.48,78.07,89.6,65.21,26.12,94.03,62.14,sigatoka_risk
44.59,5.57,0.5,117.48,69.3,34.23,24.08,68.57,11.45,nitrogen_deficient
46.18,5.0,0.64,92.47,64.06,42.26,28.37,73.22,0.85,nitrogen_deficient
45.76,5.88,0.59,115.48,67.1,46.01,25.16,54.77,4.05,nitrogen_deficient
58.83,6.13,1.68,61.92,97.14,49.03,22.82,62.45,21.03,healthy
65.21,6.07,1.38,76.38,115.76,52.22,22.66,64.99,9.46,healthy
35.33,6.11,2.66,108.4,59.84,47.87,33.9,37.15,11.4,water_stress
75.09,5.76,1.15,91.47,84.46,46.84,26.91,92.32,88.94,sigatoka_risk
66.52,5.84,1.81,69.66,93.16,56.62,25.44,72.12,18.74,healthy
34.43,6.47,3.21,89.74,66.57,48.14,32.28,46.0,4.29,water_stress
64.72,6.26,1.42,62.07,102.63,49.28,26.53,63.58,24.19,healthy
66.23,5.95,1.79,70.73,94.39,58.04,27.24,87.64,69.05,sigatoka_risk
53.56,5.46,0.77,115.51,50.6,36.81,22.47,70.73,11.87,nitrogen_deficient
60.24,5.93,0.55,107.29,61.17,47.28,30.0,64.69,24.68,nitrogen_deficient
51.97,5.29,0.69,105.94,70.96,34.68,25.7,68.4,17.76,nitrogen_deficient
50.24,6.21,1.75,60.95,109.19,50.22,29.63,74.58,4.43,healthy
57.37,5.81,1.68,73.43,90.84,51.39,24.12,64.53,5.32,healthy
58.04,5.56,1.22,75.06,116.65,46.71,24.55,62.99,8.81,healthy
55.12,5.15,0.8,103.09,59.06,31.45,27.57,68.39,3.05,nitrogen_deficient
52.03,6.48,1.5,68.78,112.96,56.53,21.87,60.69,21.66,healthy
58.38,5.03,0.54,93.68,65.58,38.77,31.95,63.24,19.23,nitrogen_deficient
30.8,6.57,3.17,105.42,83.75,41.93,38.05,45.32,12.71,water_stress
24.88,6.06,2.68,94.14,77.34,45.09,36.39,52.08,1.08,water_stress
20.15,7.03,2.68,90.43,80.67,52.8,32.5,54.0,8.61,water_stress
27.8,6.4,3.32,102.98,60.66,41.59,35.23,38.62,6.41,water_stress
20.45,6.35,3.68,98.22,77.78,49.29,33.03,50.5,3.89,water_stress
54.78,6.04,1.61,62.73,97.43,49.18,27.14,68.24,23.56,healthy
60.4,5.58,1.76,75.0,96.07,61.3,29.21,87.63,82.39,sigatoka_risk
59.03,5.09,0.79,107.7,69.37,43.72,29.95,60.82,15.18,nitrogen_deficient
26.17,6.59,3.62,110.2,63.58,43.26,28.32,46.11,12.16,water_stress
25.64,6.3,3.22,90.81,75.59,49.37,37.52,55.59,12.37,water_stress
74.23,5.84,1.71,73.55,73.58,60.37,28.3,87.8,73.51,sigatoka_risk
24.2,6.12,3.27,95.93,76.06,35.82,29.93,37.96,1.67,water_stress
66.91,5.73,1.65,76.02,108.41,54.6,29.17,69.3,9.22,healthy
64.09,5.85,1.55,74.27,79.99,56.16,28.07,90.05,86.68,sigatoka_risk
26.68,6.49,3.72,103.28,62.38,35.83,29.79,37.64,14.82,water_stress
15.25,6.77,3.21,101.55,81.87,44.82,34.7,53.55,4.86,water_stress
22.04,6.2,3.12,86.39,75.88,35.71,32.26,47.7,9.43,water_stress
25.51,6.44,3.81,108.35,74.64,52.79,32.66,52.52,1.38,water_stress
72.72,6.0,1.71,84.26,71.08,63.64,25.56,96.89,81.44,sigatoka_risk
18.72,6.52,2.5,96.49,68.69,44.54,35.51,43.31,4.88,water_stress
27.58,6.8,3.74,84.63,74.98,35.69,30.64,47.28,0.99,water_stress
47.99,6.07,0.72,103.19,72.84,48.61,21.88,55.3,5.24,nitrogen_deficient
18.44,7.01,2.99,85.42,83.26,37.54,37.26,49.53,7.29,water_stress
59.5,6.31,1.78,86.43,73.92,63.11,32.17,95.66,78.65,sigatoka_risk
60.84,5.26,0.76,98.56,55.08,46.91,27.28,68.87,0.1,nitrogen_deficient
19.57,6.44,2.79,92.01,82.02,40.16,35.79,41.54,2.68,water_stress
49.02,5.72,0.63,92.95,71.0,49.41,31.31,54.88,13.25,nitrogen_deficient
53.86,5.68,0.54,106.26,57.44,36.23,22.84,62.24,0.57,nitrogen_deficient
56.19,6.21,1.34,62.85,113.94,46.64,27.01,72.96,16.79,healthy
70.24,6.45,1.42,78.25,84.46,48.79,27.82,97.19,62.4,sigatoka_risk
65.75,6.55,1.53,78.36,94.96,55.38,23.48,74.78,9.7,healthy
32.24,6.56,2.82,103.4,77.61,40.69,28.67,55.42,14.72,water_stress
58.51,5.77,1.66,79.87,91.61,66.06,30.34,87.34,85.08,sigatoka_risk
64.73,6.07,1.2,76.48,70.05,62.45,28.85,97.12,73.87,sigatoka_risk
50.32,5.63,0.76,103.31,54.18,33.81,23.91,60.36,17.96,nitrogen_deficient
35.49,6.2,3.04,84.19,67.8,40.19,34.49,47.45,5.26,water_stress
16.26,6.67,3.57,97.3,83.19,53.27,34.39,53.59,5.62,water_stress
56.45,5.54,1.47,72.32,111.18,57.66,24.11,70.3,5.46,healthy
20.91,6.23,2.77,93.12,80.42,53.35,29.15,48.15,5.26,water_stress
70.49,6.09,1.05,78.11,76.35,61.24,26.25,86.19,89.13,sigatoka_risk
49.26,5.32,0.76,103.72,67.24,32.02,27.67,64.33,2.31,nitrogen_deficient
73.28,6.49,1.6,74.55,85.39,60.1,26.08,87.04,85.63,sigatoka_risk
60.0,5.37,0.46,97.42,56.86,32.2,27.66,72.26,10.61,nitrogen_deficient
17.2,6.75,2.51,104.47,75.66,42.82,33.34,47.33,14.81,water_stress
69.06,6.36,1.01,77.89,100.67,63.42,25.18,90.0,68.35,sigatoka_risk
62.58,5.43,0.63,106.13,56.72,50.34,30.31,71.28,4.4,nitrogen_deficient
48.7,5.4,0.48,109.78,55.1,43.16,23.26,66.44,5.93,nitrogen_deficient
72.64,5.75,1.22,74.2,74.43,61.08,27.81,90.36,76.75,sigatoka_risk
58.44,5.71,1.67,90.62,94.73,48.62,26.31,89.31,88.04,sigatoka_risk
62.58,5.58,1.15,82.96,82.73,65.02,25.87,89.05,63.52,sigatoka_risk
58.79,5.55,0.43,100.96,67.2,44.9,26.61,69.8,17.96,nitrogen_deficient
62.38,5.24,0.7,104.19,51.08,49.58,23.49,64.31,13.55,nitrogen_deficient
62.75,5.37,0.59,109.33,58.59,38.11,24.45,56.65,20.21,nitrogen_deficient
57.4,5.72,1.44,59.71,105.03,44.75,28.24,64.29,23.45,healthy
16.83,6.05,2.91,90.84,74.59,45.56,31.34,51.32,6.61,water_stress
25.28,6.76,3.85,99.35,70.02,53.92,30.69,35.44,12.21,water_stress
62.63,5.68,0.61,108.32,54.35,44.81,31.0,66.52,4.64,nitrogen_deficient
55.19,6.0,0.78,118.27,55.83,30.55,30.07,61.2,5.13,nitrogen_deficient
59.22,6.31,1.36,79.79,75.95,61.16,30.97,97.17,63.44,sigatoka_risk
57.88,6.44,1.79,76.32,72.91,63.69,28.29,88.23,84.54,sigatoka_risk
21.39,7.05,3.88,107.9,64.99,36.32,30.19,55.72,12.16,water_stress
23.54,6.42,3.22,97.26,80.35,53.53,36.98,39.32,9.2,water_stress
17.79,6.4,3.48,102.68,67.17,38.15,37.26,54.21,7.43,water_stress
69.07,5.96,1.09,87.38,71.96,51.99,28.06,88.26,64.48,sigatoka_risk
16.44,6.27,3.62,96.76,74.47,38.37,29.94,45.93,14.9,water_stress
28.21,6.32,3.83,96.34,75.32,53.66,35.04,45.32,6.75,water_stress
71.64,6.28,1.18,88.66,91.92,63.93,26.63,94.7,73.92,sigatoka_risk
19.32,6.64,3.86,90.88,72.03,47.66,30.67,45.49,14.82,water_stress
59.0,5.79,1.4,91.78,92.73,54.05,32.31,89.02,93.52,sigatoka_risk
25.69,6.36,3.39,107.09,64.61,51.58,30.46,47.39,11.01,water_stress
56.71,6.47,1.39,93.1,94.89,61.46,29.34,87.6,85.3,sigatoka_risk
26.32,6.5,3.69,101.45,60.24,49.36,33.93,40.31,13.25,water_stress
61.17,6.17,1.79,66.29,96.66,52.19,25.48,64.27,9.61,healthy
68.21,6.23,1.25,76.79,89.18,43.1,24.12,66.11,1.39,healthy
59.61,5.71,1.71,71.2,74.44,50.94,30.52,92.39,94.52,sigatoka_risk
54.92,6.2,1.23,75.48,97.6,48.4,28.49,72.72,21.5,healthy
75.0,5.96,1.03,73.41,86.24,60.04,26.2,92.04,77.97,sigatoka_risk
65.71,5.97,1.52,66.35,92.21,56.16,24.82,70.94,13.45,healthy
72.09,5.81,1.44,80.92,95.06,49.13,29.5,91.7,61.32,sigatoka_risk
69.06,5.99,1.68,65.18,115.97,41.62,22.6,70.86,28.81,healthy
60.5,6.0,1.69,83.01,92.25,46.03,26.65,86.66,91.19,sigatoka_risk
30.94,6.06,3.44,96.9,69.33,38.87,33.0,51.03,13.4,water_stress
21.27,6.67,2.86,99.5,77.0,36.54,30.01,38.36,6.1,water_stress
28.36,6.08,2.61,104.7,68.33,52.99,28.11,39.98,4.51,water_stress
33.54,6.53,2.99,100.77,68.97,54.54,35.9,54.32,9.94,water_stress
69.78,5.57,1.25,94.71,86.79,64.94,28.9,95.34,66.11,sigatoka_risk
53.41,6.47,1.71,75.32,114.35,48.04,25.4,71.61,27.19,healthy
67.28,5.55,1.08,93.38,94.83,53.07,30.71,94.69,72.92,sigatoka_risk
62.29,6.16,1.53,79.92,97.1,47.83,24.81,70.32,26.56,healthy
68.62,6.36,1.63,92.2,78.98,57.03,27.44,94.47,64.16,sigatoka_risk
71.57,5.6,1.78,90.53,95.39,57.23,30.57,99.16,73.86,sigatoka_risk
59.88,5.5,1.35,78.67,74.21,62.94,25.26,86.69,89.98,sigatoka_risk
58.92,6.04,0.48,99.54,74.72,33.1,28.65,57.21,21.7,nitrogen_deficient
75.58,5.9,1.53,79.93,80.26,51.69,30.99,93.89,79.14,sigatoka_risk
26.57,6.05,3.75,104.77,62.77,36.8,33.99,53.56,6.19,water_stress
70.07,5.59,1.46,79.78,115.53,52.56,22.48,69.97,5.34,healthy
60.15,5.12,0.76,95.7,65.22,48.65,23.19,63.45,2.26,nitrogen_deficient
15.05,6.77,3.17,101.13,72.75,37.35,29.1,47.0,9.3,water_stress
54.06,5.05,0.6,121.42,63.54,48.98,25.99,69.82,3.85,nitrogen_deficient
34.52,6.99,3.78,96.44,74.52,48.21,31.87,36.65,9.23,water_stress
22.86,6.8,3.85,103.65,80.55,54.29,34.73,53.53,7.05,water_stress
67.27,5.78,1.72,77.24,97.49,59.95,26.51,69.74,8.54,healthy
62.9,5.52,1.42,74.95,92.19,40.31,27.41,61.85,23.04,healthy
16.93,6.18,3.06,88.3,74.34,43.32,36.07,49.05,11.8,water_stress
56.87,5.9,1.61,79.77,86.46,63.36,30.54,85.91,61.74,sigatoka_risk
32.01,6.89,2.76,95.01,62.81,43.89,30.78,49.64,5.86,water_stress
72.08,5.9,1.5,87.84,76.49,62.19,25.75,95.54,88.78,sigatoka_risk
73.89,6.29,1.62,75.66,89.47,48.57,30.74,95.22,81.33,sigatoka_risk
64.73,6.06,1.66,88.71,96.68,60.96,26.23,90.19,81.46,sigatoka_risk
73.29,5.92,1.81,70.2,85.16,52.04,25.27,86.46,61.33,sigatoka_risk
63.34,6.12,1.06,77.22,85.17,61.81,27.55,93.55,78.94,sigatoka_risk
66.49,5.74,1.24,75.69,100.4,53.98,27.98,68.51,15.22,healthy
32.48,6.29,2.71,89.97,77.69,44.85,31.77,38.89,3.75,water_stress
67.48,6.11,1.46,84.69,85.92,46.7,28.42,98.22,62.16,sigatoka_risk
74.45,5.57,1.12,73.03,70.31,46.23,30.5,93.17,81.89,sigatoka_risk
50.95,5.86,0.8,98.0,71.19,46.76,23.31,58.26,23.81,nitrogen_deficient
67.73,6.22,1.06,90.62,71.63,61.02,29.53,89.96,63.37,sigatoka_risk
65.03,5.99,2.01,68.75,109.65,58.6,25.22,59.69,15.24,healthy
67.16,5.58,1.74,60.47,97.25,40.8,23.99,68.55,15.34,healthy
28.69,6.83,3.65,90.8,75.12,53.17,36.08,51.83,6.53,water_stress
26.4,6.92,3.33,93.23,69.83,47.98,34.88,55.13,0.03,water_stress
54.15,5.52,1.57,65.57,107.96,44.89,23.59,73.24,13.93,healthy
69.73,5.68,1.65,62.74,102.31,56.22,23.47,66.51,22.03,healthy
54.33,6.36,1.32,72.77,108.83,49.81,24.55,62.81,13.68,healthy
33.73,6.14,3.08,103.25,67.71,51.7,30.91,45.84,13.8,water_stress
53.9,5.45,1.77,60.53,94.41,45.81,28.28,59.02,13.34,healthy
50.0,5.01,0.49,89.23,55.98,33.95,25.91,71.11,16.23,nitrogen_deficient
31.88,6.19,2.51,108.39,81.28,48.41,35.6,41.48,0.84,water_stress
62.86,5.44,0.61,91.4,56.32,47.33,30.92,70.62,9.82,nitrogen_deficient
49.86,5.62,0.67,104.33,68.94,41.84,31.4,66.07,4.87,nitrogen_deficient
57.51,5.31,0.44,107.79,58.93,32.98,31.16,61.79,3.74,nitrogen_deficient
73.88,6.15,1.06,91.96,94.28,51.33,29.02,95.08,65.38,sigatoka_risk
65.71,5.05,0.72,99.94,68.07,47.5,27.51,62.43,0.23,nitrogen_deficient
56.04,6.17,1.68,84.55,88.24,50.05,28.7,90.16,84.39,sigatoka_risk
51.46,5.37,0.56,98.88,71.25,34.44,22.3,74.33,23.93,nitrogen_deficient
51.95,6.04,1.91,73.5,106.46,41.71,29.18,62.74,8.17,healthy
69.68,6.54,1.64,60.62,118.38,41.3,28.19,62.63,24.14,healthy
57.64,5.75,0.76,109.44,53.6,30.4,28.51,59.42,13.44,nitrogen_deficient
63.01,5.59,1.34,86.89,88.08,44.85,31.07,90.54,83.55,sigatoka_risk
50.79,5.64,1.38,70.1,99.9,50.62,22.39,63.9,3.1,healthy
18.04,6.47,3.5,108.18,81.37,54.37,37.2,34.39,2.47,water_stress
62.54,5.48,1.35,90.97,99.87,60.24,26.17,90.57,67.52,sigatoka_risk
27.44,6.29,2.79,101.16,81.58,41.88,31.18,47.04,12.03,water_stress
29.04,6.22,3.88,94.16,83.67,45.69,29.72,37.13,10.06,water_stress
62.72,6.46,1.65,72.92,106.95,45.54,28.68,61.91,29.16,healthy
18.95,6.38,3.38,97.43,65.28,47.11,32.27,43.64,11.95,water_stress
63.68,5.88,1.92,74.48,91.0,42.8,30.1,69.93,10.19,healthy
67.74,6.44,1.98,71.77,107.69,54.46,27.79,61.43,17.43,healthy
71.26,5.95,1.42,76.67,92.63,41.0,29.85,64.75,9.44,healthy
59.53,4.98,0.55,101.15,57.51,36.03,26.04,68.37,11.28,nitrogen_deficient
65.62,5.05,0.74,103.05,67.33,48.55,28.77,66.22,17.07,nitrogen_deficient
59.71,5.55,1.75,70.25,106.48,51.54,23.28,65.34,12.26,healthy
16.79,6.03,2.9,101.07,70.94,47.68,32.95,37.49,9.52,water_stress
69.18,6.2,1.74,71.6,106.62,44.61,27.97,71.24,20.73,healthy
24.51,6.56,3.84,101.36,68.32,47.66,30.57,48.46,8.28,water_stress
66.78,5.81,1.9,63.06,115.28,49.66,27.0,61.74,2.67,healthy
15.62,6.02,3.6,101.76,65.11,40.09,29.13,38.84,4.39,water_stress
57.83,5.61,0.45,95.17,75.18,33.3,22.99,68.48,10.8,nitrogen_deficient
73.82,6.51,1.41,78.77,71.69,50.22,29.22,96.18,86.48,sigatoka_risk
75.43,6.06,1.13,80.59,76.59,59.51,28.73,97.03,86.02,sigatoka_risk
72.88,6.1,1.15,82.38,101.28,54.45,27.19,90.81,70.25,sigatoka_risk
54.58,5.75,0.78,98.39,70.61,43.17,24.66,62.42,19.25,nitrogen_deficient
66.78,5.92,1.4,91.72,91.1,59.74,24.88,86.12,87.89,sigatoka_risk
52.64,5.56,0.5,118.08,66.71,50.66,25.67,69.49,13.73,nitrogen_deficient
66.1,5.61,1.01,89.15,71.77,60.51,24.85,92.83,71.49,sigatoka_risk
55.85,5.18,0.67,112.33,57.78,40.74,29.0,64.8,2.43,nitrogen_deficient
62.7,5.57,0.75,110.8,55.89,41.4,25.33,66.27,11.17,nitrogen_deficient
33.5,6.72,3.18,100.86,79.18,36.28,28.5,53.25,2.02,water_stress
17.0,6.46,3.3,103.52,74.35,37.48,28.37,52.49,2.5,water_stress
18.71,6.12,2.74,95.05,63.68,46.07,34.96,53.17,4.61,water_stress
60.99,5.44,0.74,102.13,63.88,32.48,25.75,54.78,17.54,nitrogen_deficient
68.83,5.91,1.94,76.4,101.9,59.01,29.4,70.31,19.71,healthy
61.97,5.8,1.94,69.06,90.11,44.15,23.01,76.1,26.57,healthy
67.15,6.51,1.57,77.18,71.97,55.85,26.34,85.67,88.4,sigatoka_risk
72.31,5.85,1.03,92.08,92.45,54.45,29.01,89.77,71.69,sigatoka_risk
61.96,5.7,0.47,102.52,58.29,41.92,26.02,70.98,22.6,nitrogen_deficient
65.0,6.32,1.33,74.39,100.4,55.14,25.68,92.08,74.03,sigatoka_risk
47.69,5.1,0.46,118.21,71.84,42.75,27.11,61.19,15.27,nitrogen_deficient
28.64,5.93,3.34,105.53,80.78,43.1,36.07,41.94,0.78,water_stress
22.78,6.29,2.9,91.15,65.52,42.12,33.22,35.55,5.41,water_stress
68.38,6.45,1.6,77.7,110.01,48.01,28.31,70.49,24.2,healthy
71.33,5.98,1.07,72.8,70.71,63.54,30.33,93.74,79.22,sigatoka_risk
54.21,5.86,0.53,92.74,65.42,47.28,22.73,73.73,13.47,nitrogen_deficient
62.65,6.05,1.65,72.98,95.4,42.84,29.27,66.91,0.42,healthy
24.97,6.87,3.79,94.74,67.72,50.94,29.85,53.86,2.18,water_stress
19.46,6.68,3.64,97.5,82.27,41.38,31.58,38.39,11.43,water_stress
63.52,6.32,1.09,74.06,98.77,54.72,27.06,91.87,70.8,sigatoka_risk
61.79,5.81,1.71,69.25,94.13,41.05,23.74,61.43,7.79,healthy
68.64,5.44,1.54,68.37,103.94,47.58,23.9,72.26,21.56,healthy
55.98,5.52,1.35,69.69,104.28,51.62,23.89,68.49,12.66,healthy
24.29,6.1,3.31,94.97,64.68,41.53,36.46,35.87,0.07,water_stress
71.96,5.71,1.32,86.71,84.66,48.52,29.48,91.27,66.35,sigatoka_risk
52.3,5.39,0.52,94.4,64.91,42.77,31.51,65.21,8.19,nitrogen_deficient
57.58,5.22,0.46,98.39,65.59,46.68,25.66,65.98,16.91,nitrogen_deficient
61.45,5.86,0.68,102.81,74.48,41.44,23.97,54.81,12.34,nitrogen_deficient
61.09,5.56,1.96,73.85,102.86,52.38,25.0,72.66,4.44,healthy
54.97,5.35,0.75,94.15,65.22,47.31,23.1,72.9,14.44,nitrogen_deficient
31.97,6.02,3.57,86.55,78.97,51.87,29.25,42.17,2.2,water_stress
60.88,6.35,1.02,75.04,91.52,64.44,29.6,90.75,61.59,sigatoka_risk
60.02,5.32,0.54,97.18,71.83,40.54,31.0,70.93,23.66,nitrogen_deficient
21.42,6.62,3.81,105.48,66.07,50.81,31.45,53.56,9.27,water_stress
56.59,6.34,1.83,64.14,116.75,58.2,26.47,62.25,14.59,healthy
55.51,6.13,1.81,65.62,93.43,42.29,28.12,67.85,21.62,healthy
57.74,5.79,0.57,107.61,63.25,31.19,31.0,61.24,7.79,nitrogen_deficient
63.19,6.51,1.83,95.07,70.66,53.57,29.78,99.28,87.49,sigatoka_risk
63.51,5.78,0.66,116.0,61.47,31.34,31.76,58.74,1.67,nitrogen_deficient
52.83,5.55,0.54,111.67,53.22,30.29,24.95,54.57,16.64,nitrogen_deficient
60.42,5.73,1.31,67.4,105.75,55.24,29.53,63.85,12.56,healthy
29.96,6.25,3.49,89.42,69.94,52.06,31.06,39.05,1.28,water_stress
20.93,6.72,3.3,103.04,64.63,37.25,35.12,42.64,0.11,water_stress
55.69,5.54,1.39,93.38,88.64,56.09,28.62,85.13,83.65,sigatoka_risk
31.26,6.27,3.68,99.21,84.51,35.72,32.46,54.21,0.31,water_stress
47.36,5.17,0.8,100.33,52.01,48.91,25.33,54.73,22.11,nitrogen_deficient
16.24,6.09,3.69,87.83,82.28,36.4,33.87,51.26,9.44,water_stress
68.52,6.46,1.07,75.68,73.8,54.52,27.71,94.96,85.28,sigatoka_risk
21.39,6.27,3.29,90.09,72.03,48.35,32.44,46.64,12.21,water_stress
65.52,5.73,1.81,68.59,121.7,40.81,23.52,64.81,25.54,healthy
64.68,6.1,1.53,79.08,94.18,49.19,25.88,91.42,62.74,sigatoka_risk
25.72,6.2,3.06,103.64,62.84,39.87,33.51,35.99,8.32,water_stress
72.73,6.12,1.12,81.86,79.9,48.55,26.32,90.8,69.09,sigatoka_risk
66.28,5.61,1.22,81.06,81.64,48.11,29.56,96.17,68.97,sigatoka_risk
61.83,5.54,1.65,76.28,106.38,40.27,28.86,66.86,1.28,healthy
19.57,6.72,2.87,99.05,77.21,51.07,34.09,52.17,0.46,water_stress
56.93,6.14,1.52,74.21,98.0,51.5,27.86,90.14,94.07,sigatoka_risk
45.97,5.59,0.7,95.6,64.3,32.19,28.77,68.69,10.96,nitrogen_deficient
62.11,6.22,1.61,89.14,71.39,61.74,31.37,97.24,61.36,sigatoka_risk
57.57,6.27,1.19,95.23,87.04,49.47,27.3,84.85,88.72,sigatoka_risk
57.74,6.49,1.63,70.83,104.37,41.98,23.32,61.96,11.22,healthy
44.42,5.29,0.8,98.26,73.07,45.51,26.03,66.33,20.81,nitrogen_deficient
69.16,5.76,1.22,79.91,91.44,48.52,31.9,90.2,67.51,sigatoka_risk
18.14,6.06,3.95,106.09,75.2,36.52,36.58,41.6,11.48,water_stress
70.11,6.08,1.43,74.27,98.41,60.31,25.59,90.12,82.65,sigatoka_risk
59.36,5.13,0.72,102.07,58.38,43.64,29.02,66.29,15.98,nitrogen_deficient
49.94,5.48,1.95,73.87,104.26,56.03,24.66,68.05,2.1,healthy
58.23,5.62,0.67,95.72,60.68,37.04,23.57,70.46,8.37,nitrogen_deficient
53.07,5.77,0.62,114.46,73.32,48.98,28.9,63.88,23.54,nitrogen_deficient
52.12,5.82,1.68,78.33,98.57,56.22,26.14,67.2,15.54,healthy
58.96,5.1,0.76,102.14,50.22,46.45,29.59,60.94,6.5,nitrogen_deficient
